Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,027807,124000,531,FL CTR for ADV Aero-propulsion,50,19581,0,19581,"Alvi, Farrukh",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,027950,081003,531,FL CTR for ADV Aero-propulsion,50,62984.5,0,62984.5,"Alvi, Farrukh; Kumar, Rajan; Uzun, Ali",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,027950,081003,531,Mathematics Sponsored Projects,50,62984.5,0,62984.5,"Alvi, Farrukh; Kumar, Rajan; Uzun, Ali",College of Arts & Sciences,081003,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,029961,283000,531,FL CTR for ADV Aero-propulsion,75,428112.75,0,428112.75,"Kumar, Rajan; Shih, Chiang",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,029961,283000,531,Mechanical Engineering,25,142704.25,0,142704.25,"Kumar, Rajan; Shih, Chiang",College of Engineering,218000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,030016,283000,531,FL CTR for ADV Aero-propulsion,100,64217,0,64217,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,031447,283000,531,"Aero, Mech, Energy Center",20,1740.6,0,1740.6,,College of Engineering,283200,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,031447,283000,531,FL CTR for ADV Aero-propulsion,80,6962.4,0,6962.4,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,031448,283000,531,FL CTR for ADV Aero-propulsion,100,250000,0,250000,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,031506,218000,531,Mechanical Engineering,100,46861,0,46861,,College of Engineering,218000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,037141,283000,531,FL CTR for ADV Aero-propulsion,100,175000,0,175000,"Alvi, Farrukh",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,037143,283000,531,FL CTR for ADV Aero-propulsion,100,80167,0,80167,"Kumar, Rajan",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,039520,283000,531,FL CTR for ADV Aero-propulsion,100,100000,0,100000,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,040890,283000,531,FL CTR for ADV Aero-propulsion,100,5000,0,5000,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,040891,283000,531,FL CTR for ADV Aero-propulsion,100,4833,0,4833,"Kumar, Rajan",College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,041577,283000,531,FL CTR for ADV Aero-propulsion,50,92158.5,0,92158.5,,College of Engineering,283000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,041577,283000,531,Mechanical Engineering,50,92158.5,0,92158.5,,College of Engineering,218000,2024-12-31 00:00:00
0000016827,The Florida Center for Advanced Aero-Propulsion,Active,2008-07-01,0000016827,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,State,-,Florida Legislature,-,044975,283000,531,FL CTR for ADV Aero-propulsion,100,53110,0,53110,,College of Engineering,283000,2024-12-31 00:00:00
0000018238,Design Principles for Quantum Hall States,Active,2009-09-01,0000018238,"Yang,Kun",227000,Natl High Magnetic Field Lab,Federal,81.049,Princeton University,U. S. Department of Energy,026340,227000,524,Natl High Magnetic Field Lab,50,215136.5,113979.5,329116,,VP Research,227000,2022-07-15 00:00:00
0000018238,Design Principles for Quantum Hall States,Active,2009-09-01,0000018238,"Yang,Kun",227000,Natl High Magnetic Field Lab,Federal,81.049,Princeton University,U. S. Department of Energy,026340,227000,524,Physics Sponsored Projects,50,215136.5,113979.5,329116,,College of Arts & Sciences,084009,2022-07-15 00:00:00
0000018337,SISGR - High Magnetic Fields as a Probe to Unveil the Physical Properties of the Newly Discovered Fe Oxypnictide Superconductors and Related Compounds,Active,2009-09-15,0000018337,"Balicas,Luis Molinuevo",227000,Natl High Magnetic Field Lab,Federal,81.049,U. S. Department of Energy,-,026442,227000,520,Natl High Magnetic Field Lab,100,1883851,1003606,2887457,,VP Research,227000,2024-06-14 00:00:00
0000019742,Prevention And Reduction Of Alcohol Abuse Problems Among,Active,2010-01-01,0000019742,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Other,-,Anheuser-Busch Foundation,-,027953,156000,545,FL Ctr for Prevention Rsch,80,192000,0,192000,,Provost & VP Academic Affairs,156000,2023-06-30 00:00:00
0000019742,Prevention And Reduction Of Alcohol Abuse Problems Among,Active,2010-01-01,0000019742,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Other,-,Anheuser-Busch Foundation,-,027953,156000,545,Social Work Department,20,48000,0,48000,,College of Social Work,142001,2023-06-30 00:00:00
0000020937,UT-Battelle Core Universities Partnership,Active,2010-10-22,0000020937,"Shatruk,Mykhailo",219000,VP Research,Federal,81.999,UT-Battelle LLC,U. S. Department of Energy,029244,219000,524,VP Research,100,361900,0,361900,,VP Research,219000,2023-09-30 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029487,218000,110,Mechanical Engineering,100,58498,0,58498,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029487,218000,160,Mechanical Engineering,100,4768,0,4768,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029487,283000,520,FL CTR for ADV Aero-propulsion,100,126436,12424,138860,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,212000,110,"Ctr for Intel Sys, Ctrl & Rbts",30,14640.3,0,14640.3,,College of Engineering,067000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,212000,110,FL CTR for ADV Aero-propulsion,40,19520.4,0,19520.4,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,212000,110,Mechanical Engineering,30,14640.3,0,14640.3,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,110,"Ctr for Intel Sys, Ctrl & Rbts",30,21496.2,0,21496.2,,College of Engineering,067000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,110,FL CTR for ADV Aero-propulsion,40,28661.6,0,28661.6,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,110,Mechanical Engineering,30,21496.2,0,21496.2,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,140,"Ctr for Intel Sys, Ctrl & Rbts",30,8382,0,8382,,College of Engineering,067000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,140,FL CTR for ADV Aero-propulsion,40,11176,0,11176,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,140,Mechanical Engineering,30,8382,0,8382,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,160,"Ctr for Intel Sys, Ctrl & Rbts",30,842.7,0,842.7,,College of Engineering,067000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,160,FL CTR for ADV Aero-propulsion,40,1123.6,0,1123.6,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,218000,160,Mechanical Engineering,30,842.7,0,842.7,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,283000,520,"Ctr for Intel Sys, Ctrl & Rbts",30,64677.9,25156.5,89834.4,,College of Engineering,067000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,283000,520,FL CTR for ADV Aero-propulsion,40,86237.2,33542,119779.2,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029993,283000,520,Mechanical Engineering,30,64677.9,25156.5,89834.4,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,218000,110,FL CTR for ADV Aero-propulsion,60,15324,0,15324,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,218000,110,Mechanical Engineering,40,10216,0,10216,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,218000,160,FL CTR for ADV Aero-propulsion,60,8716.8,0,8716.8,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,218000,160,Mechanical Engineering,40,5811.2,0,5811.2,,College of Engineering,218000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,283000,520,FL CTR for ADV Aero-propulsion,60,107455.8,45042,152497.8,,College of Engineering,283000,2020-05-31 00:00:00
0000021155,Technical Oversight and Integration,Active,2010-08-18,0000021155,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,Federal,20.109,Federal Aviation Administratio,-,029994,283000,520,Mechanical Engineering,40,71637.2,30028,101665.2,,College of Engineering,218000,2020-05-31 00:00:00
0000021974,Public Lands Inventory - 2011-2016,Active,2011-07-22,0000021974,"Hodge,Stephen W",147000,FL Res & Environ Analysis Ctr,State,-,Florida Dept Environ Protection,-,030361,147000,530,FL Res & Environ Analysis Ctr,100,670478,33522,704000,,Provost & VP Academic Affairs,147000,2022-01-21 00:00:00
0000022099,Future Fuels Institute Membership Agreement,Active,2011-07-01,0000022099,"Rodgers,Ryan P",227000,Natl High Magnetic Field Lab,Other,-,Various DFPO,-,030487,227000,545,Natl High Magnetic Field Lab,100,2787394,1205628,3993022,,VP Research,227000,2023-12-31 00:00:00
0000022193,FAA Center of Excellence for Commercial Space Transportation Research,Active,2011-08-01,0000022193,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,State,-,Space Florida,-,030588,283000,540,FL CTR for ADV Aero-propulsion,100,224481,0,224481,,College of Engineering,283000,2023-06-30 00:00:00
0000022193,FAA Center of Excellence for Commercial Space Transportation Research,Active,2011-08-01,0000022193,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,State,-,Space Florida,-,036386,283000,540,FL CTR for ADV Aero-propulsion,100,147454,0,147454,,College of Engineering,283000,2023-06-30 00:00:00
0000022193,FAA Center of Excellence for Commercial Space Transportation Research,Active,2011-08-01,0000022193,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,State,-,Space Florida,-,037502,283000,540,FL CTR for ADV Aero-propulsion,100,38716,0,38716,,College of Engineering,283000,2023-06-30 00:00:00
0000022193,FAA Center of Excellence for Commercial Space Transportation Research,Active,2011-08-01,0000022193,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,State,-,Space Florida,-,040896,283000,540,FL CTR for ADV Aero-propulsion,100,58561,0,58561,,College of Engineering,283000,2023-06-30 00:00:00
0000022193,FAA Center of Excellence for Commercial Space Transportation Research,Active,2011-08-01,0000022193,"Alvi,Farrukh S",283000,FL CTR for ADV Aero-propulsion,State,-,Space Florida,-,044974,283000,540,FL CTR for ADV Aero-propulsion,100,13985,0,13985,,College of Engineering,283000,2023-06-30 00:00:00
0000022280,Research and Development of Next Generation Naval Integrated Power Systems,Active,2012-06-14,0000022280,"McGinnis Sr,Roger D",225000,Ctr for Advanced Power Systems,Federal,12.999,Naval Sea Systems Command,-,030680,225000,520,Ctr for Advanced Power Systems,100,94012,42897,136909,,VP Research,225000,2021-09-30 00:00:00
0000022280,Research and Development of Next Generation Naval Integrated Power Systems,Active,2012-06-14,0000022280,"McGinnis Sr,Roger D",225000,Ctr for Advanced Power Systems,Federal,12.999,Naval Sea Systems Command,-,032803,225000,520,Ctr for Advanced Power Systems,100,3996,1878,5874,,VP Research,225000,2021-09-30 00:00:00
0000022280,Research and Development of Next Generation Naval Integrated Power Systems,Active,2012-06-14,0000022280,"McGinnis Sr,Roger D",225000,Ctr for Advanced Power Systems,Federal,12.999,Naval Sea Systems Command,-,032804,225000,520,Ctr for Advanced Power Systems,100,71977,32540,104517,,VP Research,225000,2021-09-30 00:00:00
0000022280,Research and Development of Next Generation Naval Integrated Power Systems,Active,2012-06-14,0000022280,"McGinnis Sr,Roger D",225000,Ctr for Advanced Power Systems,Federal,12.999,Naval Sea Systems Command,-,032805,225000,520,Ctr for Advanced Power Systems,100,78393,36069,114462,,VP Research,225000,2021-09-30 00:00:00
